,comunidad_1
2903,1287899767507431424
2904,955220588410392578
2905,230491514
2906,849702297655443456
2907,394230108
2908,1123210104
2909,1318958156
2910,1035174995775967233
2911,1126756123
2912,1106891827
2913,1045772499257098240
2914,1553698752
2915,165282629
2916,244285016
2917,1271209319380520967
2918,358131078
2919,325917517
2920,724391864
2921,336957593
2922,927596328653344768
2923,105446139
2924,856026423714340864
2925,230254308
2926,212194086
2927,150406742
2928,1039302237074411520
2929,173624053
2930,959276307224846336
2931,2275213020
2932,1303496987346698241
2933,96630305
2934,2536251273
2935,73757243
2936,1141116444798795778
2937,4206531664
2938,1337910429557854210
2939,991062316929167360
2940,2984514437
2941,1245964397115314177
2942,993602145235755010
2943,1112450241536712704
2944,429058631
2945,344939034
2946,1183723365619634176
2947,4627808362
2948,248808880
2949,1354555885473947656
2950,405128305
2951,766370042187485184
2952,1345906323976806400
2953,169554925
2954,617399797
2955,150796442
2956,2420794266
2957,744703980719190016
2958,1358165211207905282
2959,1034825511720157185
2960,903179275200860160
2961,146176256
2962,60118380
2963,130721279
2964,3232155965
2965,132609519
2966,12477882
2967,127299711
2968,1357037967219564546
2969,180759786
2970,968661409516187648
2971,1061783473
2972,61234458
2973,1155253546394275840
2974,3192846407
2975,849979242
2976,774614122583425024
2977,182149053
2978,793201037641453568
2979,170534953
2980,197639400
2981,115134805
2982,595467425
2983,4827388379
2984,1337079505228357637
2985,363652787
2986,2800208657
2987,1252980740
2988,885838024977895424
2989,146638302
2990,70783677
2991,186575459
2992,172078612
2993,760310642779758592
2994,1266812235931885569
2995,1284958411428368385
2996,1585126626
2997,362757718
2998,1038523137443422208
2999,146222478
3000,830460641743876098
3001,311143961
3002,1276376946
3003,2402065369
3004,1447685431
3005,1014609611989581827
3006,1215216387322470400
3007,260414047
3008,2788958343
3009,3318003082
3010,4627550895
3011,1279778853574115328
3012,1200435643400282112
3013,949926727
3014,1125797047444090880
3015,184607443
3016,2802459665
3017,298770970
3018,4792014023
3019,311626371
3020,1592149986
3021,1563975666
3022,785121685573885953
3023,1411773487
3024,756128578039840769
3025,40878742
3026,1165799953257684992
3027,451961613
3028,550518002
3029,398950618
3030,1083713273814548480
3031,45852653
3032,321678625
3033,805166086056513536
3034,809807728394850304
3035,1163628875479470080
3036,295018023
3037,1032135034793349125
3038,1260945229
3039,208587522
3040,2786277513
3041,151159392
3042,517813826
3043,143572153
3044,705524344655650817
3045,566598578
3046,336331432
3047,902726359780384769
3048,2930781862
3049,307037194
3050,1159189744347226113
3051,128101823
3052,67443745
3053,630635760
3054,232477378
3055,92561797
3056,1308185913466540033
3057,758424068957831168
3058,257273380
3059,170107736
3060,11307992
3061,2941437491
3062,90720446
3063,1284257042665025537
3064,127879319
3065,237845376
3066,159263465
3067,205003373
3068,844758563708809216
3069,3355781567
3070,343826408
3071,186280689
3072,2629017858
3073,51400925
3074,4745198609
3075,2500529215
3076,102316640
3077,970328844
3078,929628072
3079,60149596
3080,34057511
3081,712030795410579456
3082,182175555
3083,290576221
3084,160096698
3085,210274248
3086,1037731604196728833
3087,190935835
3088,1245286831010299905
3089,1219998168869371905
3090,145496009
3091,151741709
3092,826963761982500865
3093,326278321
3094,154858479
3095,821885420912906240
3096,134590539
3097,2657924021
3098,231418958
3099,752949872
3100,178109405
3101,523588152
3102,185848501
3103,2416599031
3104,248531695
3105,2400141307
3106,1027550738518618112
3107,299307795
3108,516836837
3109,1156894072604364800
3110,727185295
3111,1901435053
3112,3254800761
3113,2224596615
3114,144736879
3115,2615903030
3116,45941354
3117,97588702
3118,195855213
3119,780093978918195200
3120,967950389650784261
3121,182941653
3122,1002163575463522304
3123,142088876
3124,1007748321858015233
3125,2803911490
3126,1270739298434809857
3127,1904511481
3128,925357643882991616
3129,570489014
3130,588729104
3131,1130614167071801344
3132,208912739
3133,184615103
3134,1052238642993922048
3135,195603073
3136,208634790
3137,3227037382
3138,3313181663
3139,187206475
3140,283672178
3141,1167872656613527552
3142,394816861
3143,1689231044
3144,1365542107
3145,922545797690019842
3146,127045367
3147,1289639369922490373
3148,527029806
3149,758106994997923840
3150,993907418999517191
3151,2771104492
3152,4496776463
3153,167899610
3154,197116104
3155,1277405779247628289
3156,148752676
3157,855245167145742337
3158,209274138
3159,286650712
3160,714255035497123841
3161,508000927
3162,225145116
3163,1259653757794729984
3164,438887277
3165,748560139
3166,2820504040
3167,983871982113607681
3168,1197191495901732865
3169,105143452
3170,1157031948335890432
3171,1193702320917364736
3172,208646224
3173,875752395397111809
3174,1234101200917794817
3175,126353156
3176,1166510427259506693
3177,831298961734565888
3178,1260626196347355137
3179,89919734
3180,1602280158
3181,374790858
3182,1249051913477373952
3183,415998847
3184,90636784
3185,170900383
3186,1290019059552092162
3187,105367320
3188,186797051
3189,88034667
3190,18294235
3191,206487991
3192,2613717896
3193,189354522
3194,802840771
3195,147712187
3196,3014877580
3197,2450142072
3198,1637217192
3199,106469703
3200,1372374849121890306
3201,1321305554
3202,2367440712
3203,302378327
3204,367605713
3205,196888473
3206,1075568367128506369
3207,756169784
3208,1046975384070365184
3209,803496560
3210,2784962981
3211,162956003
3212,2160812840
3213,781498431751716864
3214,3107979293
3215,145299107
3216,1206941376082042887
3217,1083411924849700864
3218,910710548932808705
3219,18761819
3220,345580203
3221,187747220
3222,2531359745
3223,796084346730020870
3224,244328216
3225,1329463180473610241
3226,125581292
3227,1109642639916306433
3228,445041328
3229,1139998945
3230,189566555
3231,1018883870710738944
3232,222556666
3233,1344081379894693890
3234,216450943
3235,627912549
3236,108313351
3237,140637100
3238,127456074
3239,713923104989388800
3240,1140609908792025088
3241,1178087176267059202
3242,159916597
3243,256904765
3244,13792042
3245,178091758
3246,1329211861271797760
3247,1155786604704927744
3248,576714888
3249,1118202107721658374
3250,1210686265529655296
3251,930979640
3252,939485119
3253,179302170
3254,1216447844468563968
3255,829401204329414657
3256,329865760
3257,237791229
3258,716982355571970048
3259,112621796
3260,1468821030
3261,1092237060
3262,569242876
3263,1356650631398883332
3264,2876902090
3265,129065914
3266,362230875
3267,15663205
3268,2553337102
3269,2492390995
3270,831707150938431489
3271,41862480
3272,1095062965437587456
3273,3133922251
3274,697041288189894657
3275,140249008
3276,230814361
3277,1229170825028349952
3278,803368742
3279,410756392
3280,3366701164
3281,761462461
3282,171943322
3283,797309157032558592
3284,970853614104272897
3285,1147642664
3286,196729447
3287,384040967
3288,887459856
3289,1113461717256822785
3290,492254211
3291,1140730023869067264
3292,28157962
3293,834958472059973632
3294,2511117965
3295,1245098282147250182
3296,1468576285
3297,2728640021
3298,301500997
3299,1057052247123812352
3300,1163278020905451522
3301,127889566
3302,150445830
3303,1298039409812467713
3304,836557351
3305,208552870
3306,1168874903342329857
3307,749688955898040320
3308,1296531281644343300
3309,425405477
3310,135978929
3311,157441348
3312,2986018215
3313,868762292
3314,1142603597353496582
3315,292991715
3316,140169251
3317,334434284
3318,1351321861360136192
3319,83043060
3320,158986226
3321,2804171612
3322,498315687
3323,779571137038524416
3324,260820225
3325,15129738
3326,4197591263
3327,1157003904078483457
3328,748878487138729984
3329,144976428
3330,2798599649
3331,797843442210603012
3332,840320488333299714
3333,1494557162
3334,1266776502357671937
3335,122748364
3336,1196135351640834049
3337,800776189
3338,1321909825706598412
3339,4195778182
3340,3305019621
3341,1183573874765643776
3342,446448342
3343,1649245686
3344,148950204
3345,185702157
3346,203883293
3347,867223140
3348,341820349
3349,295982030
3350,875765979392954369
3351,1671701228
3352,623549871
3353,188499558
3354,857268405593886721
3355,525606093
3356,1222627866543824902
3357,150653964
3358,1065320913003003904
3359,1248038299622617093
3360,1091659007226494976
3361,3318228004
3362,194771734
3363,175251555
3364,1241387440625061894
3365,4778578948
3366,2355150775
3367,2470180568
3368,805181798405775360
3369,3508080508
3370,1352440252565245954
3371,147396058
3372,1394657004
3373,196746262
3374,201680476
3375,1326324875154305026
3376,168795910
3377,753627015639629825
3378,711728969226305536
3379,3000616271
3380,1206346406
3381,1568951060
3382,194773741
3383,995759272406417409
3384,254349459
3385,214986628
3386,171729196
3387,96889243
3388,244150816
3389,1162070841561092102
3390,976547243258994690
3391,178170669
3392,203236587
3393,838949384
3394,1199368242076225536
3395,251680163
3396,1057073271928172545
3397,832413294
3398,828738847324459010
3399,2949211329
3400,2330723140
3401,1046398657430528001
3402,102778527
3403,1254588021292371968
3404,1334156605
3405,2349686254
3406,1321556287533047811
3407,1537653132
3408,126755500
3409,1112805434656780288
3410,371541386
3411,1345059548151902210
3412,2414263224
3413,3347285321
3414,724293836
3415,15029095
3416,552944497
3417,734434884303917057
3418,411191232
3419,1016613631
3420,187067988
3421,362892316
3422,227354784
3423,238815025
3424,178995064
3425,1337068069101965314
3426,2707071458
3427,1349728069112614917
3428,1329076976989048845
3429,1260567905328136196
3430,4820112503
3431,1046047291
3432,4476068423
3433,197037668
3434,764231652
3435,613770835
3436,1156268521346805760
3437,984893812341399553
3438,1255602088161181701
3439,78014946
3440,110814805
3441,1283837267161821184
3442,145741959
3443,407476984
3444,1230229846552465410
3445,397593012
3446,193579954
3447,1176903171152781312
3448,247120810
3449,4438416753
3450,478000980
3451,35806176
3452,2545324961
3453,817557498
3454,17654089
3455,227861707
3456,357842503
3457,842903291172470784
3458,1561381333
3459,1129842882574200832
3460,243217113
3461,1176224582816141312
3462,1224070848996433920
3463,1117552275956875264
3464,1187540219593138176
3465,2746909648
3466,1264696596
3467,330757260
3468,482389177
3469,1046401091422818304
3470,538847953
3471,891307526
3472,1035286907863920641
3473,38276937
3474,831837625
3475,1098711044753707008
3476,2952590811
3477,1953162006
3478,1067454721517150209
3479,921501979
3480,277620110
3481,2771336662
3482,2544845017
3483,1921225284
3484,3008110492
3485,1416321378
3486,246190006
3487,3394132509
3488,218183052
3489,1253115235256471553
3490,228127068
3491,864589442
3492,1142971927159611393
3493,121159806
3494,1321642225600761856
3495,347883015
3496,167974728
3497,991150390006730752
3498,1380623233
3499,976823101
3500,859951173104697345
3501,2446331327
3502,968823926267760640
3503,821827713950515200
3504,286364198
3505,140274978
3506,1315684263325507586
3507,625964559
3508,55339958
3509,1360855466
3510,471587538
3511,1149386372278554624
3512,149304504
3513,845504142374252544
3514,101317177
3515,197072002
3516,1173848274538647552
3517,186610631
3518,876949913866731520
3519,3010447835
3520,78299365
3521,289600567
3522,1591989038
3523,2227138879
3524,817427911833686017
3525,188524254
3526,1215471336811913216
3527,1212146290340945920
3528,701947216202752000
3529,154233651
3530,908779258520199168
3531,858059336144355330
3532,2652476147
3533,1175068130445529089
3534,1354236170188763136
3535,1126521098
3536,2416272848
3537,967246564119994368
3538,190894647
3539,1281957229600681988
3540,91444031
3541,2415978607
3542,1912204278
3543,50678035
3544,208595169
3545,267173622
3546,146870588
3547,171164494
3548,2305401146
3549,706207326
3550,106560067
3551,748256170205450240
3552,4860151030
3553,1205993432147206144
3554,4229598682
3555,1209190363996528641
3556,150929032
3557,1684254168
3558,1292259254024523777
3559,118869860
3560,137554146
3561,2763231340
3562,240537876
3563,1350954917234667521
3564,1184900168489062400
3565,60418470
3566,474621154
3567,972447080718401537
3568,279156124
3569,184635030
3570,88569987
3571,4197328487
3572,551227368
3573,1329562546039365636
3574,3882094395
3575,121580226
3576,2213479380
3577,586903455
3578,2152275342
3579,2744816612
3580,166407173
3581,797996891988492288
3582,26742847
3583,518119397
3584,40925330
3585,4491225202
3586,1129544353
3587,3346585505
3588,556324266
3589,765620085939662848
3590,191182384
3591,958673358
3592,2150901022
3593,2782574951
3594,2950945841
3595,986201754667769858
3596,1347178334397063168
3597,1105537207065108481
3598,4252324761
3599,721475928
3600,4114190537
3601,160539220
3602,1206673885187444738
3603,2320311399
3604,1230584998593515520
3605,1248093681732800513
3606,1614303062
3607,889200697698385924
3608,1284211238533320704
3609,385661997
3610,1238622374548975621
3611,260394332
3612,83707929
3613,920025221037527041
3614,2830500130
3615,301709608
3616,150381418
3617,2178402951
3618,600633824
3619,185070530
3620,759132410109886464
3621,2924364578
3622,1276111296208023553
3623,157301929
3624,615480715
3625,155410980
3626,885474348202643456
3627,347134112
3628,2207405155
3629,52941644
3630,294894358
3631,298829987
3632,92768053
3633,2306890662
3634,1315076777459552256
3635,2651923058
3636,352899969
3637,106607811
3638,222512785
3639,4197260183
3640,2582858150
3641,4837696744
3642,393463145
3643,965670048005349376
3644,18431102
3645,313657486
3646,328300795
3647,1327989493429903360
3648,1241033185175240704
3649,1624241750
3650,152355423
3651,385677102
3652,1266596082936614912
3653,1148384126044725248
3654,1100017507
3655,130638442
3656,4704853298
3657,536031620
3658,395460791
3659,290876434
3660,566843867
3661,127941159
3662,3325589709
3663,1625526020
3664,1661213119
3665,886942963
3666,858461045211496448
3667,1025331843309232128
3668,3025024143
3669,286377500
3670,948246114167345153
3671,1263232703924711431
3672,272210398
3673,1102169692792389632
3674,306344380
3675,623412196
3676,2686869089
3677,173958604
3678,1038643712
3679,1245354207416287232
3680,1200491745957548033
3681,1255148194628956160
3682,280779026
3683,2445301891
3684,1085147879638003715
3685,50662540
3686,1144732377819811843
3687,220457693
3688,1245816796655038476
3689,2822019341
3690,366603311
3691,195846630
3692,848972411089367043
3693,1155490658871840768
3694,300247355
3695,367326762
3696,764082547936591872
3697,161529090
3698,171269567
3699,1319176434
3700,1017174424011923456
3701,242828181
3702,1219002218776494088
3703,989963414
3704,573002761
3705,1169225200740831233
3706,1346244261776416775
3707,826799015828275202
3708,1287575446465523713
3709,2150920999
3710,344779489
3711,1251691045223649283
3712,529772376
3713,208845480
3714,4167481875
3715,4578446537
3716,1249779322224881675
3717,732820116
3718,79336588
3719,892209824
3720,1289631592441425921
3721,2740107411
3722,3375058065
3723,143828738
3724,316837825
3725,1186661007357292545
3726,266901286
3727,191337158
3728,1283665347036565504
3729,162769375
3730,2282532421
3731,1026326278910234625
3732,1353358555391385600
3733,134605624
3734,71307028
3735,1309277480298188801
3736,736411692331106304
3737,930968340998352898
3738,997988687471415296
3739,177942846
3740,2442279284
3741,148572827
3742,128060336
3743,3321904011
3744,17009888
3745,160811341
3746,347561262
3747,848489190
3748,1393513753
3749,985221828544290818
3750,869343505948303360
3751,979329064736608257
3752,172513446
3753,310424968
3754,193803704
3755,813611773
3756,877271954474094592
3757,4843889267
3758,913418974364389376
3759,146536143
3760,1219747840987160579
3761,167342139
3762,98880805
3763,2563490953
3764,40738243
3765,1303798985593966592
3766,908520758149881857
3767,1331668639335018496
3768,79288988
3769,1319812499139710978
3770,876357420
3771,785612142128959488
3772,108640281
3773,1299715526529351680
3774,621955688
3775,856180001389019138
3776,1234577585885110273
3777,164665488
3778,381632350
3779,199465815
3780,1206358226251456515
3781,1079484597828812801
3782,2520273789
3783,49482270
3784,1241778936952033280
3785,1071113294
3786,1326736190
3787,2312287350
3788,573063947
3789,2381303568
3790,128678288
3791,285253798
3792,515677158
3793,2206901067
3794,38592524
3795,3006809145
3796,1129913656521707521
3797,227042671
3798,1258460990
3799,942596016204861440
3800,1283423146545160195
3801,797512650569773056
3802,2321317278
3803,262443155
3804,15010378
3805,1468644384
3806,1268745860
3807,1190379957823901697
3808,139576290
3809,153551628
3810,4777699763
3811,924831814165848064
3812,75843603
3813,194459450
3814,960175861629636608
3815,705205336509173760
3816,707629177172840448
3817,746832373396955143
3818,171285919
3819,179465002
3820,2990714134
3821,307203046
3822,3349245275
3823,212757361
3824,2884374868
3825,896462542624763904
3826,2205585320
3827,709450006537904128
3828,451031019
3829,817261712042651648
3830,4914035099
3831,1333369475324915716
3832,991738633
3833,625125143
3834,1413262926
3835,3041427490
3836,187194691
3837,1366183468040933376
3838,138927041
3839,98758958
3840,3056514086
3841,1048717362235682816
3842,3411128117
3843,1128286216141660165
3844,1035244821512900608
3845,403177236
3846,4227525286
3847,815105082
3848,2381337299
3849,2729515640
3850,1295695157354954753
3851,100947147
3852,1599168342
3853,562844246
3854,1157586690644557824
3855,761708622393008128
3856,1359343072694464512
3857,512191707
3858,2862597086
3859,1211458087132905472
3860,600710938
3861,254332074
3862,163955298
3863,1350879153252425731
3864,606745102
3865,102979889
3866,1309668724727861249
3867,182921752
3868,2419327148
3869,4069763853
3870,1285710219725680644
3871,4860128765
3872,3202815225
3873,554573116
3874,1260736507
3875,1038524413
3876,1000404356431302656
3877,1448865397
3878,1092414868152565760
3879,732695961076518913
3880,368659821
3881,217944954
3882,702184202
3883,1115403616247058437
3884,1220891189655883776
3885,634979847
3886,160212994
3887,213857996
3888,17105128
3889,1072631422236745729
3890,729696237516115970
3891,2949381245
3892,144945033
3893,2688063625
3894,152391226
3895,548819019
3896,1195010655021084675
3897,900167522
3898,1421218686
3899,119867501
3900,94171252
3901,1261286936842571776
3902,1198795708901548032
3903,2266001923
3904,150905193
3905,17442958
3906,136096018
3907,178138149
3908,3422492386
3909,1188573000729333761
3910,1315462867429273600
3911,1021840266133684225
3912,1184312095392878592
3913,334004566
3914,125995334
3915,162455835
3916,838622136
3917,184171256
3918,1571684947
3919,152770378
3920,2967852299
3921,1274103256281645057
3922,949379615713382401
3923,2434808931
3924,70942293
3925,2524037754
3926,315549002
3927,110325813
3928,1193673917560500225
3929,1253466655650467849
3930,390405895
3931,194437761
3932,1009490036621004802
3933,3503789117
3934,150307949
3935,1661121440
3936,1855477596
3937,1117647036
3938,1036558850462285825
3939,292654310
3940,2535690367
3941,1348773779984568323
3942,2967009730
3943,756948186598633472
3944,65634865
3945,1087876427079434240
3946,870035428556120065
3947,3885902841
3948,1333400339463217156
3949,2889545349
3950,209580092
3951,779457216369819648
3952,226548790
3953,4925346508
3954,226955231
3955,177819325
3956,525775647
3957,9426752
3958,51808346
3959,4266640516
3960,3035275227
3961,924249522447974401
3962,1888837976
3963,1290157285331927041
3964,145026997
3965,297964000
3966,813804262614564868
3967,292498071
3968,923655844293677056
3969,1016484619
3970,1326890964489744384
3971,1036027208442281986
3972,701916703
3973,133759006
3974,1152574232
3975,2895296475
3976,52692768
3977,202703390
3978,1058110993
3979,722606936689090560
3980,293474070
3981,3088982421
3982,143998514
3983,1651126837
3984,1233156688255029253
3985,393216002
3986,1271971542302416897
3987,1011153944
3988,184496693
3989,3438861214
3990,701373881999826944
3991,164620547
3992,1189236650351702016
3993,1169667756335214592
3994,738526767661649920
3995,114087256
3996,541278115
3997,398644017
3998,867123451
3999,1355254378068922368
4000,1356072719322853376
4001,1047393637317971968
4002,118878820
4003,922086666
4004,863495503
4005,1061603756
4006,4342230335
4007,1302656940602949634
4008,176119552
4009,63385567
4010,190323575
4011,1905846552
4012,365020102
4013,1283505004419129346
4014,2669188285
4015,1194718356319985670
4016,743237370619830272
4017,3270505015
4018,1359150922279116805
4019,1253677011328958464
4020,980671335608274944
4021,1370255626404831232
4022,341886682
4023,710298064813223937
4024,1241919311314399232
4025,1284291946807209987
4026,1193353937409232896
4027,967485021991919621
4028,1306613267276730369
4029,1236631860249272321
4030,509631248
4031,855932582982299648
4032,195824163
4033,225723546
4034,1298130898076999680
4035,1256334643554590721
4036,920748746182418432
4037,208752951
4038,950028005497364480
4039,122638550
4040,4778026054
4041,41442804
4042,324146195
4043,1097711691788414976
4044,302048874
4045,1041075576012890112
4046,3806132123
4047,741974048
4048,1183438238100393985
4049,2858606275
4050,1418136042
4051,365621327
4052,599832376
4053,1346189228296822788
4054,15186930
4055,164489231
4056,177531124
4057,3196415338
4058,342138686
4059,2282076733
4060,468043261
4061,3031696796
4062,924455617972129792
4063,147408388
4064,569428397
4065,4766711901
4066,1084866425024643072
4067,864167669297274881
4068,194110616
4069,29032459
4070,1124939622
4071,346116994
4072,3875665996
4073,2708523298
4074,1030214466422677505
4075,177775774
4076,922581043907121152
4077,947601571
4078,1383158326821801997
4079,132488188
4080,1286140275316924416
4081,594358648
4082,754305847103197185
4083,731613998207143936
4084,749755893185675264
4085,1332367473925103621
4086,1013591674457649154
4087,1323701298584342530
4088,4749446241
4089,39307889
4090,396828133
4091,2759269829
4092,714547254405832704
4093,210582520
4094,1723671890
4095,900375622349971456
4096,1084208924
4097,35287139
4098,1291841395
4099,186815397
4100,1336442550308265985
4101,221991310
4102,856211266158944262
4103,180086022
4104,721182994606768128
4105,2902448487
4106,878663865302753281
4107,905501650324004864
4108,736779422141927424
4109,160288728
4110,2813715228
4111,95578799
4112,2637058777
4113,1331951655458394117
4114,145522534
4115,599699421
4116,76097431
4117,334274924
4118,2596425055
4119,261920713
4120,145741365
4121,627443911
4122,155388668
4123,159116831
4124,276146815
4125,862396653109694464
4126,119707380
4127,879369960887390208
4128,2222029117
4129,114888147
4130,171011907
4131,925987933
4132,153557453
4133,1245099614
4134,617626003
4135,872306288994246657
4136,286204334
4137,151929451
4138,5510752
4139,1185844996064317440
4140,43183503
4141,363455130
4142,4160276589
4143,384980125
4144,33609614
4145,4900008699
4146,3031756757
4147,987017638340710401
4148,1121229339763384320
4149,1036065012958351360
4150,1183603529010876416
4151,1210715587
4152,1210667045144141824
4153,171466079
4154,360786607
4155,162921393
4156,142739166
4157,1071544278290190336
4158,167200112
4159,323419614
4160,469473656
4161,38738248
4162,229580649
4163,396872214
4164,244783415
4165,604087744
4166,86150422
4167,866619835
4168,4475915134
4169,623334075
4170,2698871801
4171,1485208662
4172,141632044
4173,237504868
4174,3437084579
4175,2169008518
4176,946900478129995777
4177,179278951
4178,1063670334140936192
4179,155571192
4180,603019295
4181,291768559
4182,238317200
4183,2806687800
4184,922616959472152577
4185,828436622
4186,1073048223294648320
4187,904104582594342916
4188,167674894
4189,923173016
4190,370460006
4191,1658121882
4192,1637860956
4193,869337696
4194,185275723
4195,1142090612654714880
4196,545739595
4197,353064317
4198,2657222561
4199,293613743
4200,564909511
4201,85089899
4202,703238298
4203,891108926900588546
4204,978387926
4205,1029435874726105088
4206,136818964
4207,28944606
4208,43109519
4209,2245492210
4210,1241435920173326347
4211,1321618004
4212,1252974842
4213,537779287
4214,146336783
4215,1159160942619500544
4216,733802054322376707
4217,199850642
4218,4251145041
4219,2190556763
4220,1354216676095619079
4221,14448603
4222,158464633
4223,244636022
4224,733765978279010304
4225,1395047238
4226,1182802623348559872
4227,1284829958167298050
4228,84030418
4229,885626592529190915
4230,140905124
4231,2883209175
4232,724548129324961792
4233,770130524
4234,1242058047331143682
4235,1355218914700107779
4236,2153868241
4237,2385986570
4238,2288882732
4239,232687939
4240,2523825218
4241,104399735
4242,1636847220
4243,705963463
4244,1674586171
4245,1138952053630390276
4246,153473059
4247,166818199
4248,105830614
4249,146620823
4250,740238850900033540
4251,4848204664
4252,1083495628112568320
4253,896869283229298688
4254,1140378610886414338
4255,187994187
4256,555178424
4257,1483710126
4258,132993370
4259,1152755346
4260,1189314515130900491
4261,1209272155713748995
4262,42465043
4263,1014232951
4264,173627498
4265,1157790648025702401
4266,182648291
4267,1882142424
4268,67175765
4269,358551336
4270,3258507945
4271,2170948302
4272,1327647355198459906
4273,301580188
4274,788912879382724608
4275,1282650823521193986
4276,1301542227114590215
4277,1448294852
4278,856713331113066496
4279,111662626
4280,416876488
4281,333535248
4282,1631351942
4283,1223093969581535232
4284,278781324
4285,1169397652372545537
4286,519519812
4287,139887975
4288,305560576
4289,197480677
4290,295941965
4291,54043802
4292,1538752518
4293,765083450
4294,14084259
4295,190447546
4296,3027553581
4297,621229394
4298,1280134362261073921
4299,2202285183
4300,703419624
4301,1277981901874008068
4302,126616638
4303,4694121186
4304,1079185258648604674
4305,4195795468
4306,195203030
4307,740225331433443329
4308,1068770118
4309,1146620528
4310,1214287785944698880
4311,1320927895838248961
4312,1010574181
4313,2197073732
4314,1356747559314878469
4315,1071113982
4316,1717288734
4317,2789604555
4318,153927370
4319,366317039
4320,3167009014
4321,182584160
4322,633183128
4323,387321810
4324,887355087651209216
4325,151510588
4326,2470114597
4327,144240038
4328,1613387232
4329,28655692
4330,206258912
4331,1368164173
4332,3788642063
4333,1164760311389249536
4334,780013559535263744
4335,2285568505
4336,730372372365193216
4337,4026579689
4338,1345199877354094593
4339,926451685
4340,890952085944053760
4341,1570435753
4342,406610676
4343,1296491134529789954
4344,1723451155
4345,227111691
4346,168688928
4347,775147722231910400
4348,1442644292
4349,1141917993754124288
4350,1187256756
4351,3083909669
4352,2159801845
4353,791699809279287296
4354,148596884
4355,2972447404
4356,148762797
4357,325717116
4358,196029621
4359,3085366819
4360,1914520982
4361,1968162805
4362,929145240363159552
4363,1118062572
4364,744049920173293569
4365,165438598
4366,878992977183596544
4367,1222217153455235073
4368,142076621
4369,975747110971822080
4370,149707717
4371,1263939464738504704
4372,162484730
4373,1179911265235488770
4374,1188344939106787329
4375,173591605
4376,747277550758436865
4377,468923027
4378,543843116
4379,131056136
4380,946396878932971521
4381,118964561
4382,173946210
4383,3122004155
4384,1080606603655761920
4385,235365379
4386,159245965
4387,1048962688582406144
4388,198695533
4389,870334146
4390,1073269774531129344
4391,165454308
4392,290788133
4393,364304602
4394,2157478725
4395,2349862945
4396,3115002771
4397,568729901
4398,597683994
4399,1183856699645612037
4400,137000487
4401,552328980
4402,501850309
4403,150420242
4404,598603770
4405,287778138
4406,781246649456816128
4407,2462568312
4408,605624456
4409,1535617147
4410,453404298
4411,773886446130323457
4412,1084207618141360128
4413,1593456235
4414,1001145567853064192
4415,3402257224
4416,2692384361
4417,266658698
4418,2404888189
4419,89190158
4420,1112178861977075713
4421,1005621888
4422,196751281
4423,111310269
4424,855624726
4425,523443923
4426,140117615
4427,4429581449
4428,1219966998765096960
4429,3711716956
4430,2252612341
4431,724711872776249345
4432,226337007
4433,1268170616445767680
4434,1414295984
4435,1178843324578447361
4436,1099374073111552001
4437,217080751
4438,214061656
4439,2358693590
4440,1554431820
4441,266123746
4442,3093496389
4443,151419014
4444,972440950231486466
4445,1087582528200880128
4446,134296976
4447,1348311618
4448,1002999735186227206
4449,1208570649200992256
4450,182501138
4451,3266374322
4452,487170803
4453,590515793
4454,127094706
4455,779498082916503552
4456,143870905
4457,722390299050422272
4458,1221263518898565121
4459,2354507858
4460,168682450
4461,1184379738
4462,1240421628078698498
4463,387431776
4464,1346839736607010816
4465,104239528
4466,826464748757741569
4467,37096159
4468,186670739
4469,602919400
4470,1176124660821499905
4471,1458155988
4472,1195411956536160258
4473,1093609535313453058
4474,139769984
4475,522727262
4476,2743599124
4477,1127959451196174338
4478,277297296
4479,797005746
4480,899262488
4481,1269196407795310592
4482,2845611337
4483,1276707065050824704
4484,1297881567461859329
4485,2310726107
4486,726806718
4487,138119324
4488,1239840115
4489,1001977923010727940
4490,21867194
4491,483257576
4492,1142175597176795138
4493,210600465
4494,250337999
4495,1218297326709723136
4496,198648380
4497,1852688832
4498,3034009654
4499,1279131314
4500,764205840303874048
4501,2937226749
4502,335507863
4503,147015679
4504,1171819797073600512
4505,90912315
4506,941859831073341442
4507,2627600063
4508,157424408
4509,3665245097
4510,864623865313603584
4511,860680593373351936
4512,372796630
4513,252857279
4514,385397559
4515,18510490
4516,396989150
4517,276217710
4518,134111164
4519,262495947
4520,2842312017
4521,1368340007136722948
4522,1210852209795072000
4523,1353035450
4524,160940681
4525,1314547518064263168
4526,1011312969936973826
4527,1230252079
4528,508395390
4529,140274734
4530,1309135373122121729
4531,2351780215
4532,1303817619213082635
4533,100358168
4534,768564596080840704
4535,249013632
4536,1531044830
4537,169979218
4538,1180267700934909952
4539,1332003396358909953
4540,263886658
4541,4315419561
4542,1307703640413679617
4543,1152056077434986496
4544,1438846776
4545,766414831
4546,2213490589
4547,2269993018
4548,323471895
4549,4132835722
4550,157223193
4551,165246439
4552,3298718818
4553,285405708
4554,1897886713
4555,262840886
4556,215693881
4557,202723299
4558,1636266222
4559,1282314087289028608
4560,242390939
4561,1344067018736201728
4562,4482268096
4563,1639236997
4564,345391770
4565,1213987023138123776
4566,1320638376
4567,55895565
4568,30143163
4569,1725975044
4570,1245817952366190596
4571,4149551965
4572,109295783
