,comunidad_2
1026,146875973
1027,725394863160741889
1028,179185382
1029,853878218
1030,4100729848
1031,213171823
1032,1319715730967961602
1033,3310141768
1034,1256260622632792064
1035,540187667
1036,3401825351
1037,163583879
1038,146048768
1039,1002971940
1040,2349603700
1041,1365557269
1042,2584767920
1043,4223197522
1044,1105665584941989888
1045,4229465544
1046,3028344783
1047,405652622
1048,1305198286933053441
1049,475004683
1050,2379300320
1051,2677062639
1052,1171535719845642241
1053,3708885417
1054,158535128
1055,1366164606020911105
1056,813166516761935873
1057,941446923554381824
1058,720568080
1059,548192394
1060,1069392259
1061,1226214580600397824
1062,146698448
1063,3354364174
1064,427098419
1065,2687926784
1066,223707211
1067,2546456116
1068,897576181696000002
1069,1196481272065019904
1070,3294744137
1071,1058173810095071232
1072,2994743607
1073,1284922307954331649
1074,858335979786174466
1075,155959656
1076,960477479503847424
1077,592865322
1078,2812317399
1079,1532457806
1080,847763364285747201
1081,3991222215
1082,342711196
1083,2771667967
1084,857343391
1085,563335807
1086,1615796401
1087,738771732606128128
1088,3240396190
1089,3029058942
1090,901724034
1091,1608728827
1092,3019323160
1093,217991891
1094,159866492
1095,1182685340965974016
1096,1161732309567098880
1097,785607608
1098,1188945437413249024
1099,140930457
1100,2949375299
1101,142797578
1102,174856863
1103,1057242521884114945
1104,701548057
1105,705493300225175552
1106,776650569192726528
1107,1244652263882272769
1108,138409450
1109,907767245794930688
1110,4790111614
1111,2797011159
1112,2358420756
1113,1269573854
1114,2440342536
1115,1370788457522561024
1116,414299807
1117,139803735
1118,1220340797998059520
1119,4573385776
1120,950323686103486464
1121,1303892103018278913
1122,265581049
1123,1166580350568583170
1124,1361058888062300168
1125,107434397
1126,4199402476
1127,79289921
1128,3955869305
1129,53555974
1130,985825597
1131,903810955351646208
1132,263965729
1133,921808775098626049
1134,2705248220
1135,4741985259
1136,148461640
1137,3352846954
1138,925178558502273026
1139,928333566
1140,1109232589
1141,895441103385743360
1142,1000058143
1143,270008304
1144,1233696272835653632
1145,2717574055
1146,764999704723750913
1147,2478986301
1148,468114003
1149,172819123
1150,2202246301
1151,1164116703590125568
1152,1160630115447054341
1153,2158016112
1154,1265429221
1155,924001964
1156,2414701584
1157,3135484221
1158,1013443061010042880
1159,365985583
1160,1262923985987215361
1161,277774845
1162,150418367
1163,4252632136
1164,1326647772
1165,1114285416549629952
1166,173211474
1167,1298368716154064900
1168,2831536503
1169,2257236042
1170,3392279511
1171,938402941999964161
1172,2607866308
1173,738148403729686529
1174,1131232322
1175,4831489919
1176,567727845
1177,1348710270194102273
1178,783750824438693889
1179,2724434380
1180,816846445970124800
1181,1245066016750596098
1182,1158469434744422400
1183,42301930
1184,140522714
1185,1278555403429822464
1186,212792826
1187,1950321553
1188,173284264
1189,854804451865047040
1190,161680496
1191,1165451914693304320
1192,312557745
1193,1129083951354658818
1194,1573660202
1195,328538346
1196,851119146100289536
1197,1349779302
1198,1303519443079892992
1199,2349669231
1200,1149801473531944960
1201,1300201440774848512
1202,1180966399012982784
1203,142270054
1204,2788447381
1205,901988913102942210
1206,3404946947
1207,1191097616282591232
1208,2348873660
1209,560307947
1210,1969537886
1211,1157477892386897920
1212,351050664
1213,200729371
1214,1143318705021030401
1215,127711556
1216,234987774
1217,1139533007004610560
1218,2781562965
1219,1072309736555601921
1220,4700139014
1221,4777745853
1222,1129815728
1223,1039329931879227402
1224,174469732
1225,1226260569323425798
1226,937108597
1227,233013088
1228,901824927560585218
1229,896808931783213061
1230,1318324452623605761
1231,106749339
1232,2186760475
1233,3381871265
1234,153367363
1235,1334615719716196358
1236,4252886187
1237,178367602
1238,1099315045803216896
1239,158578695
1240,308032734
1241,1256036455
1242,2603589408
1243,311083131
1244,1021908030403878912
1245,157771038
1246,1259224597045694469
1247,1188460080997511169
1248,217973651
1249,1187143695059042304
1250,502274288
1251,1007038635940761606
1252,1239744403
1253,401923442
1254,701659571
1255,761573072168218624
1256,1066784759030919168
1257,3176107390
1258,337522532
1259,2665921534
1260,1296969455717822465
1261,1387971487
1262,1266002876331147267
1263,243438382
1264,1335030440
1265,1292302114602049537
1266,738981762
1267,216029405
1268,815323857842241540
1269,1332154837
1270,1149743435252998146
1271,955490140138418177
1272,1352608057
1273,878979385625382912
1274,4839863735
1275,1162000617856000000
1276,888591663345668096
1277,1232770861033312256
1278,239462117
1279,1184108746676604929
1280,1120735339939803136
1281,1174429677840211975
1282,3332030614
1283,862790545390940160
1284,820323437977669640
1285,169160982
1286,132865105
1287,175936085
1288,1026785408
1289,199894469
1290,217789766
1291,1201098299572457473
1292,1166087058965835785
1293,393563077
1294,293534241
1295,926143980
1296,1523099816
1297,798239563554652160
1298,1188856418801242117
1299,398513801
1300,4552333097
1301,140960182
1302,299833796
1303,101758188
1304,1284198294936334337
1305,256386822
1306,634808444
1307,1296198863074861056
1308,1298763173248499712
1309,844408968390856705
1310,2947569093
1311,793056415
1312,4062955221
1313,1159512513890979845
1314,191705422
1315,160648945
1316,876946776707792896
1317,747089450505736192
1318,2354037000
1319,130222625
1320,318794681
1321,2817104744
1322,127620989
1323,1216529253342285824
1324,272137555
1325,2345267822
1326,3338058844
1327,897194563504402433
1328,1649064847
1329,281768411
1330,1070124978278985728
1331,1270407863752671235
1332,1363288094
1333,1189714658510491650
1334,930798935094022144
1335,1288184508878139392
1336,175194444
1337,890062618228121600
1338,175572966
1339,526859397
1340,312154347
1341,1265300014986866688
1342,1190094885912797184
1343,3435015777
1344,1249725409731715073
1345,1663490234
1346,145348481
1347,1217382648
1348,874591708000002049
1349,1155640997549957124
1350,1192281211198152704
1351,175236893
1352,167978915
1353,548483554
1354,128206415
1355,1333405534410715137
1356,2760344287
1357,1129353550176378880
1358,116727655
1359,803247026
1360,1364253613443407880
1361,1274174042162049024
1362,2800368085
1363,328667340
1364,918631500521844741
1365,54579547
1366,373594732
1367,73173552
1368,1265569454768955392
1369,429854540
1370,176681973
1371,2717056912
1372,1128295195
1373,509114884
1374,281644571
1375,228490548
1376,302078389
1377,1241782714799456257
1378,151972869
1379,4043150128
1380,1918201964
1381,37932263
1382,1243276178602983425
1383,903063104757608448
1384,1267062516
1385,77338635
1386,916023026
1387,163598483
1388,1360638030281859079
1389,4252486349
1390,4684964856
1391,945841730
1392,2410038355
1393,779751531340042240
1394,890399442104446976
1395,1350892987769872391
1396,1462443810
1397,875953039
1398,2591131
1399,248051244
1400,1257643104192081922
1401,2920769201
1402,2959458388
1403,1268299521219391488
1404,175880905
1405,1167492223459561478
1406,706572212766162949
1407,186560372
1408,3127109531
1409,560790766
1410,1206728771430223873
1411,1184597327765479425
1412,2694752649
1413,902093941
1414,1092912275046973442
1415,752914931893272576
1416,1251276349764972544
1417,2957441499
1418,3400787650
1419,151426839
1420,1352953595621212162
1421,1194395745304109057
1422,1921876596
1423,2396240028
1424,824769162555883520
1425,1346351896047591424
1426,909545719845056512
1427,881308200095678466
1428,138549372
1429,2604861845
1430,2450250999
1431,918861906
1432,3060306598
1433,596738215
1434,885585453285552128
1435,1175791522312331264
1436,2829649194
1437,2837219991
1438,224279522
1439,1236035791379406850
1440,202394218
1441,853672513
1442,1405717694
1443,4187914575
1444,1304136892443656194
1445,804424725854306304
1446,1190966501878177794
1447,885865990441095168
1448,1422051493
1449,1364026475079487490
1450,735471236
1451,536830737
1452,2740441307
1453,1341665758984753154
1454,887872326
1455,1310644550592008192
1456,1322738258363777025
1457,572285735
1458,183035849
1459,1355219651568037888
1460,58284317
1461,1161831491678212096
1462,1168033093057482752
1463,785256991979692032
1464,787850342
1465,606632391
1466,1372570177
1467,157670186
1468,2759869099
1469,1231018228526264320
1470,805923381606580224
1471,252415576
1472,3245522651
1473,166329740
1474,355080811
1475,1332610663
1476,1190089906451861504
1477,2959351841
1478,131321045
1479,854833584351399936
1480,3040030185
1481,478987067
1482,1126893876470525952
1483,925779822
1484,35821802
1485,122442950
1486,1029095134598770689
1487,255501868
1488,1289202030385528835
1489,1684604982
1490,720410170858147840
1491,3405872111
1492,1352723815051231232
1493,1660593176
1494,3419212919
1495,341770200
1496,1133567628260401159
1497,20915873
1498,1280842929058299905
1499,962749951758479360
1500,1097840270
1501,1310042367169376257
1502,2416297462
1503,107820242
1504,157062029
1505,1013283154268913664
1506,237890497
1507,141274487
1508,343958606
1509,1046915070972911616
1510,876379601475297282
1511,1369790043590647813
1512,1257480302043201537
1513,107114544
1514,3775269923
1515,4870674777
1516,4002848627
1517,957700269562908672
1518,3025893545
1519,1102739238
1520,1149644282
1521,1336802712772632580
1522,53924426
1523,378531039
1524,108397179
1525,197850260
1526,911766819060486145
1527,4584762100
1528,269532801
1529,844874009007329281
1530,2971767178
1531,2332755924
1532,870522145
1533,428493160
1534,3014032816
1535,2925751876
1536,1873079498
1537,121894604
1538,1465475142
1539,108279248
1540,259290365
1541,2555670062
1542,1300139367927812103
1543,911178634962046976
1544,2948584289
1545,715130439
1546,981966976728870912
1547,2742308753
1548,158755058
1549,2412450326
1550,1303843904152915969
1551,1018622782802886657
1552,74200962
1553,59946653
1554,1265513114
1555,190675411
1556,565194951
1557,724434570091872256
1558,968457972623052800
1559,628620358
1560,1186644249279959041
1561,145209964
1562,1713964237
1563,1286454465042808834
1564,1300108963292340225
1565,2835373809
1566,395610437
1567,709743230213083136
1568,592940238
1569,1733191051
1570,75843541
1571,138899176
1572,3084877168
1573,119567644
1574,130886252
1575,1325763690
1576,190479184
1577,1316619284592943105
1578,1148223355
1579,442053187
1580,1205661024902402049
1581,1409175901
1582,543912465
1583,1329902594475651072
1584,45242201
1585,203566765
1586,1088204304723386368
1587,2723543338
1588,162856387
1589,712657326
1590,983144342079574016
1591,2505288793
1592,349534580
1593,2288739913
1594,2975699811
1595,2507753083
1596,120435208
1597,1066311709856538625
1598,162935311
1599,1279914339277967361
1600,177523556
1601,144941243
1602,173087742
1603,1055952636837576704
1604,1290051460810629122
1605,230593050
1606,4610687957
1607,21122604
1608,145001496
1609,1345481827
1610,53552687
1611,713344161211105280
1612,2486108431
1613,1343355572150820864
1614,1298113078010281984
1615,2277904369
1616,737109553238691840
1617,341854789
1618,263432238
1619,1188348470945603584
1620,1207326003770646530
1621,1169357021709328391
1622,1242115200859373571
1623,2691515714
1624,262539200
1625,1324042349475975168
1626,247810455
1627,3503847455
1628,1169311920652017664
1629,725125268403265538
1630,3327613161
1631,2796525436
1632,979857101588746240
1633,1207691436675813376
1634,2625744236
1635,166156393
1636,278816369
1637,1242285596
1638,285824660
1639,460828788
1640,127881793
1641,202649086
1642,1149338133147860992
1643,118260001
1644,1340629915176226825
1645,311405657
1646,380659107
1647,1693797008
1648,4047703227
1649,253156628
1650,3367601705
1651,485243223
1652,1045133669172695040
1653,321514110
1654,2642979744
1655,1311932191820181504
1656,905598099841839104
1657,2153839676
1658,1194388305196015616
1659,1368671530838818823
1660,4152785489
1661,196587840
1662,891199957
1663,718761403977437185
1664,19880854
1665,2863327473
1666,217037765
1667,246007193
1668,121807327
1669,35401684
1670,558921538
1671,770323122478256128
1672,2580237963
1673,148839779
1674,237993645
1675,168126522
1676,1439734741
1677,1153291486680797184
1678,1332717306
1679,179754650
1680,1184333893702471680
1681,901905888423944193
1682,1190492803366838272
1683,1275858271677677569
1684,271993905
1685,254391017
1686,917890982649188352
1687,4822347935
1688,1324508955310260224
1689,783484429
1690,1019267708
1691,851194242865262593
1692,1604719873
1693,1305568385913303047
1694,1189530295797723136
1695,1001899514763120641
1696,4509981496
1697,627729567
1698,1062116014501097472
1699,1261787583073464323
1700,1226491169695305728
1701,1083013999
1702,1194353037940269058
1703,3838850938
1704,2626011573
1705,941838154750922752
1706,1315375466
1707,189506807
1708,419948205
1709,1043316565947691009
1710,1319348231982239747
1711,1315481785
1712,146233553
1713,1186874423531454464
1714,2561785735
1715,1387475166
1716,856268972324524033
1717,66359418
1718,944377283212607488
1719,2458555376
1720,1140278356824535040
1721,448110852
1722,89035998
1723,1317848649444052992
1724,1304802308430192641
1725,1144034954042630150
1726,3411799768
1727,187338330
1728,2229256457
1729,530817781
1730,189296883
1731,1170125841432494080
1732,288467604
1733,7514032
1734,2495786318
1735,720788730370502656
1736,472063514
1737,1095355087612981249
1738,2450697019
1739,197521934
1740,1223666713721548811
1741,258592080
1742,461249332
1743,68502960
1744,1268105618
1745,542672934
